Epoch,Validation Loss
1,1.0316680669784546
2,0.4728562831878662
3,0.2669261693954468
4,0.20277991890907288
5,0.19632939994335175
6,0.1948188841342926
7,0.19611713290214539
8,0.14992296695709229
9,0.17211133241653442
10,0.1783880740404129
